,cited_assignee,cited_publication_number,citing_publication_number,citing_assignee,cited_cpc_code,citing_cpc_code,filing_year
4135,ALIGN COMMERCE CORP,WO-2017070469-A1,WO-2019084571-A1,ASSELOT PASCAL,G06Q30/06,H04L9/323,2016
4136,ZENG LINGXIA,CN-106355464-A,WO-2018233720-A1,LEE HOWING,G06Q30/06,G06Q20/40,2016
4137,TENCENT TECH (SHENZHEN) CO LTD,CN-105589975-A,WO-2018099319-A1,ZHANG YUEGUANG,G06Q30/06,H04M1/725,2016
4138,MAZED MOHAMMAD A,US-2017316487-A1,US-2018172988-A1,INTEL CORP,G06Q30/06,G02B27/01,2017
4139,SPEAKTOIT INC,US-2016349935-A1,US-10552543-B2,IBM,G06Q30/06,G06F17/27,2016
4140,STATE GRID CORP CHINA,CN-107240001-A,WO-2019148783-A1,ONE CONNECT SMART TECH CO LTD SHENZHEN,G06Q30/06,G06Q20/06,2017
4141,ALIBABA GROUP HOLDING LTD,CN-109035029-A,WO-2019072302-A3,ALIBABA GROUP HOLDING LTD,G06Q30/06,H04L9/323,2018
4142,ILBANG CO LTD,KR-20170086354-A,KR-101954952-B1,LEE JUNG HOON,G06Q30/06,G06Q10/10,2016
4143,GO DADDY OPERATING CO LLC,US-2016239900-A1,US-9852377-B1,DROPBOX INC,G06Q30/06,G06N5/04,2016
4144,ICON HEALTH & FITNESS INC,US-2017193578-A1,US-10391361-B2,ICON HEALTH & FITNESS INC,G06Q30/06,A63B24/00,2016
4145,INVENTEC CORP,US-2018053239-A1,US-10288432-B1,SYMANTEC CORP,G06Q30/06,G01C21/20,2017
4146,HORSTEMEYER SCOTT ANDREW,US-2016174044-A1,US-10404729-B2,BIOCATCH LTD,G06Q30/06,H04L63/14,2016
4147,FERRARI CRISTIANO,US-2017249681-A1,US-10118699-B2,WING AVIATION LLC,G06Q30/06,B64C39/02,2016
4148,NEXTEV USA INC,US-2018012433-A1,US-2018212780-A1,FORD GLOBAL TECH LLC,G06Q30/06,H04L9/324,2016
4149,NARA LOGICS INC,US-2016350834-A1,US-10534862-B2,IBM,G06Q30/06,G06F17/27,2016
4150,LETV E-COMMERCE (BEIJING) CO LTD,CN-105893507-A,CN-107240005-A,CTRIP TRAVEL NETWORK TECH SHANGHAI CO LTD,G06Q30/06,G06Q30/06,2016
4151,SQUARE INC,US-9858603-B2,US-10455366-B1,BANK OF AMERICA,G06Q30/06,H04W4/029,2016
4152,UNIV BEIJING SCIENCE & TECH,CN-107123033-A,CN-108256426-A,ANHUI SUN CREATE ELECTRONIC CO LTD,G06Q30/06,G06K9/002,2017
4153,MYRMEX INC,US-10242399-B2,US-2018093828-A1,OCADO INNOVATION LTD,G06Q30/06,B65G63/04,2017
4154,WAL-MART STORES INC,US-2017221119-A1,US-10467720-B2,WALMART APOLLO LLC,G06Q30/06,G06Q90/20,2016
4155,ADOBE SYSTEMS INC,US-2018121988-A1,US-10482674-B1,JD COM AMERICAN TECH CORPORATION,G06Q30/06,G06T19/00,2017
4156,OPERR TECH INC,US-2017220966-A1,WO-2018089446-A1,OPERR TECH INC,G06Q30/06,G06Q20/14,2016
4157,SHANXI XIDE MARTIN NETWORK TECH CO LTD,CN-106022897-A,CN-109345864-A,ZHONG MENG SMART CITY DEV AND CONSTRUCTION CO LTD,G06Q30/06,G08G1/141,2016
4158,SUNRISE R&D HOLDINGS LLC,US-2016328767-A1,US-10534122-B2,SUNRISE R&D HOLDINGS LLC,G06Q30/06,G02B6/000,2016
4159,MICROSOFT TECHNOLOGY LICENSING LLC,US-2016196603-A1,WO-2018067731-A1,LIVELIKE INC,G06Q30/06,G06Q30/02,2016
4160,TRUECAR INC,US-2017286983-A1,US-10515382-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2017
4161,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-108198052-A,WO-2019165891-A1,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G06Q30/06,2018
4162,SUNRISE R&D HOLDINGS LLC,US-2016328767-A1,US-9952712-B2,SHENZHEN GOODIX TECH CO LTD,G06Q30/06,G06F3/044,2016
4163,INTERTRUST TECH CORP,US-2017352079-A1,US-2016371771-A1,BITPAGOS INC,G06Q30/06,G06Q40/02,2017
4164,FUJIFILM CORP,US-2017364991-A1,US-2018025405-A1,FACEBOOK INC,G06Q30/06,G06Q30/06,2017
4165,GRABANGO CO,WO-2018148613-A1,US-10474988-B2,STANDARD COGNITION CORP,G06Q30/06,G06Q10/08,2018
4166,ALPHABOT CO LTD,KR-20180049277-A,KR-20200014510-A,SAMSUNG SDS CO LTD,G06Q30/06,G06N3/08,2016
4167,METAIL LTD,US-9665906-B2,US-10083243-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
4168,BODEGA AI INC,US-2018165728-A1,US-10133933-B1,STANDARD COGNITION CORP,G06Q30/06,G06K9/007,2017
4169,HONG YEON SUNG,KR-101779509-B1,KR-102058240-B1,SHIN YOUN CHANG,G06Q30/06,G06Q30/06,2016
4170,SHENZHEN LOUTONGBAO IND CO LTD,CN-106920152-A,CN-108492157-A,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G07G1/000,2017
4171,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,CN-108632037-A,CHINA MOBILE COMM CORP,G06Q30/06,H04L9/326,2016
4172,VAST COM INC,US-2016343058-A1,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
4173,ALIBABA GROUP HOLDING LTD,CN-107123013-A,WO-2018157816-A1,ZHANG HONG,G06Q30/06,G06Q30/06,2017
4174,FACEBOOK INC,US-2018174220-A1,US-10289926-B2,ACCENTURE GLOBAL SOLUTIONS LTD,G06Q30/06,G06K9/465,2016
4175,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,CN-108492157-A,WO-2019120039-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G06K9/006,2018
4176,BOE TECHNOLOGY GROUP CO LTD,CN-108876554-A,WO-2020007046-A1,BOE TECHNOLOGY GROUP CO LTD,G06Q30/06,G06Q30/06,2018
4177,XEROX CORP,US-2017227367-A1,WO-2019118797-A1,GOOGLE LLC,G06Q30/06,G01C21/36,2016
4178,DEUTSCHE POST AG,US-2017132691-A1,US-10497192-B2,CARRIER CORP,G06Q30/06,G07C9/27,2016
4179,SERVICENOW INC,US-2018322556-A1,US-10425292-B1,SERVICENOW INC,G06Q30/06,H04L63/10,2017
4180,WIPRO LTD,US-2018253779-A1,US-10521784-B2,SQUARE INC,G06Q30/06,G06Q20/20,2017
4181,CBS INTERACTIVE INC,US-2016196598-A1,CN-107908443-A,WUHAN JIYI NETWORK TECH CO LTD,G06Q30/06,G06F11/34,2016
4182,WAL-MART STORES INC,US-2017124547-A1,WO-2019222246-A1,NIEMANSVERDRIET HENK,G06Q30/06,B65G1/137,2016
4183,SELFIESTYLER INC,US-2017352092-A1,US-10540697-B2,PERFECT365 TECH COMPANY LTD,G06Q30/06,G06Q30/02,2017
4184,PAYPAL INC,US-2017278174-A1,US-2017357965-A1,MASTERCARD INTERNATIONAL INC,G06Q30/06,G06Q20/36,2016
4185,NEXTEV USA INC,US-2018012048-A1,US-10536835-B2,GM GLOBAL TECH OPERATIONS LLC,G06Q30/06,H04W4/46,2016
4186,Label Insight,US-2018047081-A1,US-10552793-B2,Label Insight,G06Q30/06,G06Q10/08,2017
4187,KTELL CO LTD,KR-20180022413-A,KR-20190108719-A,STONECOMS CO LTD,G06Q30/06,G06Q30/02,2016
4188,WIPRO LTD,US-2018268456-A1,US-10534862-B2,IBM,G06Q30/06,G06F40/30,2017
4189,NEXTEV USA INC,US-2018012196-A1,US-10262469-B2,NIO USA INC,G06Q30/06,G06Q30/06,2016
4190,ELECTRONIC COMMODITIES EXCHANGE L P,US-2017278165-A1,US-10539510-B2,SHENZHEN DIKAI IND CO LTD,G06Q30/06,G01N21/87,2017
4191,ODD CONCEPTS INC,WO-2018043990-A1,EP-3557441-A1,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,G06K9/007,2017
4192,TRUECAR INC,US-10269030-B2,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
4193,MONTICELLO ENTPR LLC,US-9436957-B2,US-10489472-B2,FACEBOOK INC,G06Q30/06,G06F16/95,2016
4194,BIOZ INC,US-2018336182-A1,US-10372803-B2,ORACLE AMERICA INC,G06Q30/06,G06F40/17,2017
4195,MOONRAFT INNOVATION LABS PVT LTD,US-2017018021-A1,US-10282402-B2,KHOO JUSTIN,G06Q30/06,H04L51/16,2016
4196,KIM YEONG SEOP,KR-101721594-B1,KR-20180129119-A,NA YONG SUN,G06Q30/06,G06Q30/06,2016
4197,T-MOBILE USA INC,US-2016371756-A1,US-10367942-B2,AT & T IP I LP,G06Q30/06,H04M3/519,2016
4198,SEARS BRANDS LLC,US-2016284008-A1,US-10068284-B1,SNOWFALL TECH LLC,G06Q30/06,G06Q30/06,2016
4199,ALIBABA GROUP HOLDING LTD,CN-108564433-A,WO-2019179160-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q40/04,2018
4200,T-MOBILE USA INC,US-2016371756-A1,US-10277640-B2,GLOBAL TELSTARLINK CORP,G06Q30/06,H04L65/10,2016
4201,A9 COM INC,US-9852462-B2,US-2017310900-A1,NIKON CORP,G06Q30/06,H04N1/002,2016
4202,PETERSON VAUGHN,US-2018260868-A1,US-2019130748-A1,MANDO CORP,G06Q30/06,G08G1/141,2017
4203,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017213272-A1,US-2017324699-A1,DE PIYAS,G06Q30/06,H04L51/32,2016
4204,WAL MART STORES INC,US-2018121992-A1,US-10572932-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/06,2016
4205,IBM,US-2017345084-A1,US-10217297-B2,FORD GLOBAL TECH LLC,G06Q30/06,G07C5/086,2016
4206,EYEPICK LLC,US-2018374144-A1,US-10414600-B2,FANUC CORP,G06Q30/06,B25J13/08,2017
4207,TRAINA INTERACTIVE CORP,US-9916617-B2,US-10547809-B2,TRAINA INTERACTIVE CORP,G06Q30/06,H04N5/775,2016
4208,ALIBABA GROUP HOLDING LTD,US-2019102830-A1,EP-3579164-A1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q20/20,2018
4209,TENCENT TECH (SHENZHEN) COMPANY LIMITED,US-2017352090-A1,US-10169695-B2,VISA INT SERVICE ASS,G06Q30/06,G06K19/07,2017
4210,SHENZHEN HIVE BOX TECH CO LTD,CN-107203922-A,CN-107918907-A,SHENZHEN EDA CLOUD TECH CO LTD,G06Q30/06,G06Q30/06,2017
4211,WANBANG CHARGE FACILITY CO LTD,CN-107369075-A,WO-2020019532-A1,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,G06Q30/06,G06Q30/02,2017
4212,STRAUSS LEVI & CO,WO-2019169052-A1,WO-2020033605-A1,STRAUSS LEVI & CO,G06Q30/06,G06Q30/06,2019
4213,UNIV ZHEJIANG GONGSHANG,CN-107274246-A,CN-109118137-A,BEIJING GEEKPLUS TECH CO LTD,G06Q30/06,G06Q10/08,2017
4214,ONETRUST LLC,US-2017287032-A1,US-2019188804-A1,Social Media Compliance Ltd,G06Q30/06,G06Q50/01,2017
4215,ADOBE SYSTEMS INC,US-2018276725-A1,US-2019236121-A1,SALESFORCE COM INC,G06Q30/06,G06F17/22,2017
4216,PAN CHONGGUANG,CN-106408365-A,CN-107454968-A,SHENZHEN AOXINGAO TECH,G06Q30/06,G06Q30/02,2016
4217,DATA CAPABLE INC,US-2017032436-A1,US-2018096253-A1,CIVICSCAPE LLC,G06Q30/06,G06N7/005,2016
4218,CLOUDCAR INC,US-2016239903-A1,US-10346003-B2,BANK OF AMERICA,G06Q30/06,G06F3/048,2016
4219,MASTERCARD ASIA/PACIFIC PTE LTD,US-2018108080-A1,WO-2019053589-A1,CORDINER PETER ALEXANDER,G06Q30/06,H04W12/06,2017
4220,PACCAR INC,US-2016132630-A1,EP-3496023-A1,PACCAR INC,G06Q30/06,G06Q30/06,2016
4221,EBAY INC,US-2018137551-A1,US-10332261-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06T7/149,2016
4222,MASTERCARD INTERNATIONAL INC,US-2016379290-A1,US-10546312-B2,SANDOVAL MYRA,G06Q30/06,G06Q30/02,2016
4223,WAL-MART STORES INC,US-2017124547-A1,US-10507787-B2,NURO INC,G06Q30/06,G06Q10/08,2016
4224,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,CN-108551658-A,WO-2019120040-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,A47F5/002,2018
4225,WAL-MART STORES INC,US-2017221123-A1,US-10445473-B2,WALMART APOLLO LLC,G06Q30/06,G06F19/34,2016
4226,ADOBE SYSTEMS INC,US-2019114687-A1,US-10515400-B2,ADOBE INC,G06Q30/06,G06Q30/06,2017
4227,NEXTEV USA INC,US-2018012433-A1,WO-2019078918-A1,PAPINEAU MICHAEL,G06Q30/06,G07B15/06,2016
4228,AGALMIC INC,US-2017300984-A1,US-2018032953-A1,HERRERA LIANA,G06Q30/06,G06Q10/08,2017
4229,DENHAM GARY,US-2016292966-A1,US-2016300387-A1,CINEMOI NORTH AMERICA LLC,G06Q30/06,G06T19/00,2016
4230,PARK GI YONG,KR-20180037079-A,KR-102011422-B1,EZBRAINSOFT CO LTD,G06Q30/06,G06Q50/30,2016
4231,SHADECRAFT LLC,WO-2018057672-A1,US-10565631-B2,SHADECRAFT INC,G06Q30/06,G06Q30/06,2017
4232,WAL-MART STORES INC,US-2017213271-A1,US-10417387-B2,WALMART APOLLO LLC,G06Q30/06,G06F19/34,2016
4233,TOSHIBA TEC KK,US-2017032451-A1,EP-3594890-A1,TOSHIBA TEC KK,G06Q30/06,G06Q50/12,2016
4234,FLYING SAUCER HOLDINGS LLC,US-2017083970-A1,US-10528759-B2,AAGEY HOLDING LLC,G06Q30/06,G06F21/62,2016
4235,HOME DEPOT PRODUCT AUTHORITY LLC,US-2017372394-A1,US-10493952-B1,DRIVENT LLC,G06Q30/06,E05F15/72,2017
4236,OMRON TATEISI ELECTRONICS CO,WO-2017086174-A1,EP-3506455-A1,GOGORO INC,G06Q30/06,B60L53/80,2016
4237,BEIJING DIDI INFINITY TECH AND DEVELOPMENT C O LTD,US-2018025408-A1,US-10458806-B2,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G06Q50/30,2016
4238,MASTERCARD INTERNATIONAL INC,US-2018342001-A1,US-10467682-B2,MASTERCARD INTERNATIONAL INC,G06Q30/06,G06Q30/06,2017
4239,HANGZHOU WANGDAO TECH CO LTD,CN-106600356-A,CN-107464170-A,HEFEI LANPANGZI TECH CO LTD,G06Q30/06,G06Q30/06,2016
4240,EBAY INC,WO-2016187417-A1,US-10360621-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
4241,TRUECAR INC,US-2017286983-A1,US-10269031-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2017
4242,TRUECAR INC,US-9904933-B2,US-10269031-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
4243,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018018721-A1,US-10511493-B1,ANONYOME LABS INC,G06Q30/06,H04L61/30,2016
4244,EXPOSE RETAIL STRATEGIES INC,US-2017200218-A1,US-10579203-B2,INTEL CORP,G06Q30/06,G06F3/048,2016
4245,GOGORO INC,US-2017039631-A1,CN-107480972-A,HENAN TENGLONG INFORMATION ENG CO LTD,G06Q30/06,G06Q20/14,2016
4246,HARVEY THOMAS DANAHER,US-2017154371-A1,US-10445686-B2,WALMART APOLLO LLC,G06Q30/06,G05D1/027,2017
4247,EBAY INC,US-2019067917-A1,US-10341548-B2,EBAY INC,G06Q30/06,G06Q30/06,2018
4248,WAL-MART STORES INC,US-2017124547-A1,WO-2019222246-A1,NIEMANSVERDRIET HENK,G06Q30/06,G06Q30/06,2016
4249,MONTICELLO ENTPR LLC,US-2018025442-A1,US-2019139136-A1,TEMPLUM INC,G06Q30/06,G06Q40/04,2017
4250,SQUARE INC,US-9858603-B2,US-10484834-B1,BANK OF AMERICA,G06Q30/06,H04W4/029,2016
4251,NEXTEV USA INC,US-2018012425-A1,US-2018018664-A1,PURVES THOMAS,G06Q30/06,G06Q20/40,2016
4252,LANDRY FORREST,US-2017278180-A1,US-10497156-B2,EXOANALYTIC SOLUTIONS INC,G06Q30/06,G06K9/006,2017
4253,BIOZ INC,US-2018336182-A1,US-10372803-B2,ORACLE INT CORP,G06Q30/06,G06F40/17,2017
4254,CHANGE UP INC,US-2016300283-A1,US-2019236649-A1,Givewith LLC,G06Q30/06,G06Q30/02,2016
4255,Klevu Oy,US-2017200207-A1,US-10204352-B2,CONTEXTLOGIC INC,G06Q30/06,G06Q30/02,2017
4256,MERIT DATA CO LTD,CN-107194754-A,TW-I658420-B,PING AN TECHNOLOGY SHENZHEN CO LTD,G06Q30/06,G06N20/00,2017
4257,Fooji LLC,US-2016343062-A1,US-10057358-B2,PAYPAL INC,G06Q30/06,H04L67/18,2016
4258,MONTICELLO ENTPR LLC,US-2017345105-A1,US-10318569-B1,SQUARE INC,G06Q30/06,G06F16/38,2017
4259,METAIL LTD,US-9665906-B2,US-10083243-B2,EBAY INC,G06Q30/06,G06F16/95,2016
4260,SOCIAL DATA SCIENCES INC,US-2017255986-A1,US-10402774-B1,CAPITAL ONE SERVICES LLP,G06Q30/06,G06Q10/08,2017
4261,ZHU ZHILING,CN-108732594-A,WO-2019184435-A1,LIU TING,G06Q30/06,G01S19/14,2018
4262,AMAZON TECH INC,US-9715606-B2,US-10489699-B2,TOPPAN PRINTING CO LTD,G06Q30/06,G06K19/07,2016
4263,GRABANGO CO,WO-2018148613-A1,US-10474992-B2,STANDARD COGNITION CORP,G06Q30/06,G06Q10/08,2018
4264,LOOP COMMERCE INC,US-2018040057-A1,US-10275822-B2,LOOP COMMERCE INC,G06Q30/06,G06Q30/06,2017
4265,TENCENT TECH (SHENZHEN) CO LTD,CN-105719177-A,WO-2017133545-A1,TENCENT TECH (SHENZHEN) COMPANY LTD,G06Q30/06,G06Q30/06,2016
4266,MYRMEX INC,US-10242399-B2,US-2018093828-A1,OCADO INNOVATION LTD,G06Q30/06,B65G1/046,2017
4267,MAZED SAYEEDA,US-2017221032-A1,US-10446692-B2,MICRON TECHNOLOGY INC,G06Q30/06,H01L29/78,2017
4268,IBM,US-2018357702-A1,US-10269162-B2,Envisico LLC,G06Q30/06,G06T11/60,2017
4269,NIE DI,CN-105931103-A,CN-109035636-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,G07G1/14,2016
4270,PARK SEOK HYUN,US-2017323374-A1,WO-2019232871-A1,PING AN TECH SHENZHEN CO LTD,G06Q30/06,G06K9/002,2016
4271,OCT8NE INC,US-2017323361-A1,US-10270865-B1,ECKOH UK LTD,G06Q30/06,H04L67/14,2016
4272,HUAWEI TECH CO LTD,CN-107369058-A,CN-108345702-A,BEIJING BAIDU NETCOM SCI & TEC,G06Q30/06,G06F16/95,2016
4273,TRUECAR INC,US-2018158086-A1,US-10489810-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2018
4274,ASCENT TECH INC,US-2016350885-A1,GB-2575954-A,ASCENT TECH INC,G06Q30/06,G06F16/35,2016
4275,MATCHCO,US-2018260871-A1,WO-2020014695-A1,SHISEIDO AMERICAS CORP,G06Q30/06,G06Q30/06,2018
4276,SHANGHAI ANGE IND CO LTD,CN-108428165-A,WO-2019153854-A1,SHANGHAI VALCA IND CO LTD,G06Q30/06,G06Q30/01,2018
4277,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017213272-A1,US-2017324699-A1,DAS SAPTARSHI,G06Q30/06,H04L51/32,2016
4278,SELFIESTYLER INC,US-2017352092-A1,US-10430867-B2,SELFIESTYLER INC,G06Q30/06,G06Q30/06,2017
4279,EBAY INC,US-2017337612-A1,EP-3598373-A1,SEULO PALVELUT OY,G06Q30/06,G06Q30/06,2016
4280,INDO OPTICAL S L,ES-2604806-A2,WO-2018220203-A2,ZEISS CARL VISION INT GMBH,G06Q30/06,G02C13/00,2016
4281,SHANGHAI CLOUD PICK INTELLIGENT TECH CO LTD,CN-108520194-A,WO-2019144690-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G01G19/00,2018
4282,IBM,US-2017345084-A1,US-10363796-B2,FORD GLOBAL TECH LLC,G06Q30/06,G05B23/02,2016
4283,WOOWONSOFT CO LTD,KR-20180066643-A,KR-20200007613-A,CLOUDBRIC CO LTD,G06Q30/06,H04L63/14,2016
4284,MAZED MOHAMMAD A,US-2017221032-A1,US-2018287773-A1,INTEL CORP,G06Q30/06,H04L7/007,2017
4285,TAO ZHENYU,CN-106779912-A,WO-2019174663-A1,REIFENHAEUSER MASCH,G06Q30/06,G06Q10/30,2016
4286,NEXTEV USA INC,US-2018013211-A1,US-10569740-B2,HYUNDAI MOTOR CO LTD,G06Q30/06,B60R25/24,2016
4287,SK PLANET CO LTD,KR-20160128974-A,CN-107705144-A,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,G06Q30/06,G06Q30/02,2016
4288,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107292694-A,CN-108897809-A,XIANGYA HOSPITAL CENTRAL SOUTH UNIV,G06Q30/06,G06Q30/06,2016
4289,ADOBE SYSTEMS INC,US-2018068371-A1,US-10579370-B2,EMC IP Company LLC,G06Q30/06,G06F8/72,2016
4290,STAPLES INC,US-2016314518-A1,US-10332067-B2,TATA CONSULTANCY SERVICES LTD,G06Q30/06,G06Q10/08,2016
4291,MIDEA GROUP CO LTD,US-2019114689-A1,US-10475055-B2,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/02,2018
4292,THE TORONTO-DOMINION BANK,US-2017039608-A1,WO-2019046358-A1,WALMART APOLLO LLC,G06Q30/06,G06Q50/01,2016
4293,SHENZHEN PAYMENT BOUNDARY TECH CO LTD,CN-106709779-A,CN-107085786-A,ZHANG ZHENBIN,G06Q30/06,G06Q10/08,2016
4294,EBAY INC,US-2017236183-A1,US-10382799-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06F9/541,2017
4295,WAL MART STORES INC,US-2018174223-A1,US-10366396-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/01,2017
4296,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,US-10536265-B2,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06F21/62,2016
4297,WAL-MART STORES INC,US-2016314514-A1,US-10466111-B2,WALMART APOLLO LLC,G06Q30/06,G01D9/00,2016
4298,VERIZON PATENT & LICENSING INC,US-2018197218-A1,US-2019176864-A1,TOSHIBA TEC KK,G06Q30/06,B62B5/009,2017
4299,BAE TAE WOONG,KR-20180042823-A,KR-20190098076-A,KIM SUN HO,G06Q30/06,G06Q50/10,2018
4300,T-MOBILE USA INC,US-2016371756-A1,US-10225396-B2,GLOBAL TELSTARLINK CORP,G06Q30/06,H04M3/228,2016
4301,SQUARE INC,US-2017228808-A1,US-10417609-B2,MASTERCARD AISA/PACIFIC PTE LTD,G06Q30/06,G06Q10/08,2017
4302,LI-NING SPORTS (SHANGHAI) CO LTD,CN-106447453-A,CN-109674144-A,UNIV XI AN JIAOTONG,G06Q30/06,A43D1/025,2016
4303,SHANXI XIDE MARTIN NETWORK TECH CO LTD,CN-106022897-A,CN-108428364-A,ANHUI WEISHIYANG INFORMATION TECH CO LTD,G06Q30/06,G08G1/148,2016
4304,BAE TAE WOONG,KR-20180042823-A,KR-102004139-B1,GNCOMMS CORP,G06Q30/06,G06Q30/06,2018
4305,WAL-MART STORES INC,US-2017053096-A1,WO-2020049371-A1,OPTICON SENSORS EUROPE B V,G06Q30/06,G06Q30/02,2016
4306,BODEGA AI INC,US-2018165728-A1,US-10328769-B2,NURO INC,G06Q30/06,G06Q10/08,2017
4307,PROBE JET TECH,CN-106504047-A,CN-107133471-A,HEFEI MIDEA INTELLIGENT TECH CO LTD,G06Q30/06,H04L67/12,2016
4308,WAL MART STORES INC,US-2018068357-A1,US-10287149-B2,WALMART APOLLO LLC,G06Q30/06,B66F9/063,2017
4309,ZONAR SYSTEMS INC,US-2017076344-A1,US-2018144388-A1,CUMMINS INC,G06Q30/06,G06Q30/06,2016
4310,MONTICELLO ENTPR LLC,US-10366429-B2,US-2018239517-A1,FOXWORDY INC,G06Q30/06,G06F3/048,2016
4311,WAL-MART STORES INC,US-2017186072-A1,US-2019176864-A1,TOSHIBA TEC KK,G06Q30/06,B62B5/009,2016
4312,Yi Mingzi,US-2017293964-A1,US-10474137-B2,Cedalo AG,G06Q30/06,G05B19/41,2017
4313,SHENZHEN QIANHAI GAOSHENGTONG E COMMERCE CO LTD,CN-107358491-A,CN-107943480-A,GUANGDONG DO1 INFORMATION TECH CO LTD,G06Q30/06,G06F8/38,2017
4314,CLEAR RES CORP,US-2016225053-A1,US-10235786-B2,ADOBE INC,G06Q30/06,G06T11/60,2016
4315,INSTAPLY INC,US-2017134334-A1,US-10200536-B2,AT & T IP I LP,G06Q30/06,H04M3/519,2017
4316,NEXTEV USA INC,US-2018012196-A1,US-10073463-B2,NIO USA INC,G06Q30/06,G05D1/029,2016
4317,INTERACTIVE MEMORIES INC,US-2016328789-A1,CN-107977942-A,QUANZHOU INSTITUTE OF EQUIPMENT MFG,G06Q30/06,G06T5/001,2016
4318,ALLSTATE INSURANCE CO,US-2016232598-A1,US-9749812-B1,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,G06Q30/06,H04W4/046,2016
4319,BEIJING WINSION TECH CORPORATION,CN-107146138-A,CN-107967527-A,SHANGHAI CTRIP COMMERCE CO LTD,G06Q30/06,G06Q10/02,2017
4320,MAZED SAYEEDA,US-2017221032-A1,EP-3511889-A1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q20/22,2017
4321,LEE JUN HO,KR-101922713-B1,KR-102060082-B1,SONG YEONG SEOP,G06Q30/06,G06Q30/06,2018
4322,ZEBIC GREGOR,WO-2016193818-A1,US-10387554-B1,IBM,G06Q30/06,G06F17/24,2016
4323,MEASUR3D INC,US-2017046769-A1,US-10134200-B2,PHYSAN INC,G06Q30/06,G06T19/20,2016
4324,RAISE MARKETPLACE INC,US-2018204260-A1,US-10433115-B1,COUNTIA LLC,G06Q30/06,H04W4/029,2018
4325,TRAINA INTERACTIVE CORP,US-9916617-B2,US-10559026-B2,TRAINA INTERACTIVE CORP,G06Q30/06,G06Q30/06,2016
4326,OMNIOUS CO LTD,WO-2017142361-A1,WO-2019230499-A1,KAKINUMA AKIHIRO,G06Q30/06,G06Q30/06,2017
4327,TRUECAR INC,US-2018158086-A1,US-10498828-B2,MALETYCH KURT,G06Q30/06,H04L67/12,2018
4328,TRUECAR INC,US-2017109769-A1,US-10489810-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
4329,WUHAN ZHONGSHI AUTOMOBILE SERVICE CO LTD,CN-106952126-A,CN-109670810-A,SINOPEC SHENZHEN E COMMERCE CO,G06Q30/06,G06Q20/18,2017
4330,RAISE MARKETPLACE INC,US-2018040040-A1,US-10171509-B2,IBM,G06Q30/06,H04L63/20,2016
4331,IBM,US-2018018718-A1,US-2018242375-A1,UBER TECHNOLOGIES INC,G06Q30/06,H04W76/50,2016
4332,GRABANGO CO,WO-2017196822-A1,WO-2019108117-A1,KLEIN CRISTIAN,G06Q30/06,G06Q10/08,2017
4333,CAL COMP BIG DATA INC,US-2018276732-A1,US-10361004-B2,CAL COMP ELECTRONICS & COMMUNICATIONS COMPANY LTD,G06Q30/06,G16H50/70,2017
