,assignee_name,pub_number,cpc_code,filing_date,filing_year,country_code
8972,SPIBER INC,WO-2018159567-A1,G06Q30/06,20180227,2018,WO
8973,NANDA DIWAN RAHUL,WO-2018127937-A1,G06Q30/06,20180104,2018,WO
8974,DENSO WAVE INC,EP-3462401-A1,G06Q30/06,20180927,2018,EP
8975,OR YAN,US-2019108572-A1,G06Q30/06,20180402,2018,US
8976,BINGO KEWEI BEIJING TECH CO LTD,CN-108364217-A,G06Q30/06,20180209,2018,CN
8977,VISA INT SERVICE ASS,AU-2018201550-A1,G06Q30/06,20180305,2018,AU
8978,XU YUYU,CN-108256854-A,G06Q30/06,20180131,2018,CN
8979,SCARASSO ALBERT,CO-2018012322-A2,G06Q30/06,20181115,2018,CO
8980,BIZMODELINE CO LTD,KR-20190127482-A,G06Q30/06,20180504,2018,KR
8981,TOYOTA MOTOR CO LTD,US-2019205966-A1,G06Q30/06,20181221,2018,US
8982,TOYOTA MOTOR CO LTD,US-2019180355-A1,G06Q30/06,20181012,2018,US
8983,BLOSSEY ERIC,US-10339597-B1,G06Q30/06,20180409,2018,US
8984,PING AN TECH SHENZHEN CO LTD,CN-108596741-A,G06Q30/06,20180509,2018,CN
8985,BEHR PROCESS CORP,CL-2018001576-A1,G06Q30/06,20180613,2018,CL
8986,SHENZHEN MALONG TECH CO LTD,CN-108921645-A,G06Q30/06,20180607,2018,CN
8987,BXB DIGITAL PTY LTD,US-2018293645-A1,G06Q30/06,20180406,2018,US
8988,SONY CORP,US-2018342009-A1,G06Q30/06,20180802,2018,US
8989,KT CORP,KR-20190096220-A,G06Q30/06,20180208,2018,KR
8990,WALMART APOLLO LLC,US-2018315116-A1,G06Q30/06,20180301,2018,US
8991,LEE JUNG HEE,KR-20190143150-A,G06Q30/06,20180620,2018,KR
8992,MASTERCARD INTERNATIONAL INC,US-2019122280-A1,G06Q30/06,20181217,2018,US
8993,APPLE INC,US-2018211295-A1,G06Q30/06,20180319,2018,US
8994,BIGFOOT BIOMEDICAL INC,US-2019139126-A1,G06Q30/06,20181126,2018,US
8995,AN JAE MIN,KR-20190092194-A,G06Q30/06,20180130,2018,KR
8996,KIM JI HWAN,KR-20190024861-A,G06Q30/06,20181025,2018,KR
8997,FANUC CORP,US-2019028457-A1,G06Q30/06,20180530,2018,US
8998,BGC PARTNERS L P,WO-2018132596-A1,G06Q30/06,20180111,2018,WO
8999,MOORE BENJAMIN & CO,WO-2018144273-A8,G06Q30/06,20180124,2018,WO
9000,WANG KEVIN SUNLIN,ZA-201804737-B,G06Q30/06,20180716,2018,ZA
9001,KOREA TESTING CERTIFICATION KTC,US-2019102479-A1,G06Q30/06,20180328,2018,US
9002,SHINHAN UNIV R&DB FOUNDATION,KR-20200009715-A,G06Q30/06,20180720,2018,KR
9003,REFLEKTION INC,US-2019318409-A1,G06Q30/06,20180413,2018,US
9004,SOUTH POWER GRID ENERGY DEVELOPMENT RES INSTITUTE CO LTD,CN-109493184-A,G06Q30/06,20181119,2018,CN
9005,MASTERCARD INTERNATIONAL INC,US-2018240167-A1,G06Q30/06,20180209,2018,US
9006,PARK SEONG JIN,KR-20190141412-A,G06Q30/06,20180614,2018,KR
9007,EMERICO INT SDN BHD,WO-2019098820-A1,G06Q30/06,20181119,2018,WO
9008,KM MIN JEONG,KR-20190097815-A,G06Q30/06,20180213,2018,KR
9009,AJI ADHITHI VENKATESH,US-2020051156-A1,G06Q30/06,20180807,2018,US
9010,KIM YOUNG RAG,KR-20200007161-A,G06Q30/06,20180712,2018,KR
9011,LEE HO JUNG,KR-101992049-B1,G06Q30/06,20180309,2018,KR
9012,PARK SU BUM,US-2019164209-A1,G06Q30/06,20180323,2018,US
9013,NEC Laboratories Europe GmbH,US-2019080383-A1,G06Q30/06,20180213,2018,US
9014,CAPITAL ONE SERVICES LLC,US-10319007-B1,G06Q30/06,20180308,2018,US
9015,PAYPAL INC,EP-3602449-A1,G06Q30/06,20180220,2018,EP
9016,QUATIUS TECH CHINA LIMITED,EP-3567451-A1,G06Q30/06,20181219,2018,EP
9017,WIPRO LTD,US-2019303993-A1,G06Q30/06,20180328,2018,US
9018,ALIBABA GROUP HOLDING LTD,US-2018308152-A1,G06Q30/06,20180629,2018,US
9019,IBM,US-2018158127-A1,G06Q30/06,20180130,2018,US
9020,CHOI YONG IN,KR-20190094091-A,G06Q30/06,20181210,2018,KR
9021,2POINTB LLC,US-2018285963-A1,G06Q30/06,20180604,2018,US
9022,NOKIA TECHNOLOGIES OY,US-2018293637-A1,G06Q30/06,20180301,2018,US
9023,YOO SEUNG SANG,KR-20190142526-A,G06Q30/06,20180618,2018,KR
9024,BRODSKY YULIYA,US-2019272679-A1,G06Q30/06,20180831,2018,US
9025,HUNAN UNIV OF COMMERCE,CN-108509685-A,G06Q30/06,20180306,2018,CN
9026,ALIBABA GROUP HOLDING LTD,CN-110309412-A,G06Q30/06,20180315,2018,CN
9027,OPERR TECH INC,PH-12018550123-A1,G06Q30/06,20180727,2018,PH
9028,SHISEIDO AMERICAS CORP,KR-20190129064-A,G06Q30/06,20180307,2018,KR
9029,WARD FRANK DALY,US-2018197229-A1,G06Q30/06,20180224,2018,US
9030,CAFE24 CORP,KR-20190103798-A,G06Q30/06,20180228,2018,KR
9031,PING AN TECH SHENZHEN CO LTD,CN-109034941-A,G06Q30/06,20180613,2018,CN
9032,YNION JR EUGENIO S,US-2019139125-A1,G06Q30/06,20181106,2018,US
9033,ANDERSON BLAKE,US-2020005378-A1,G06Q30/06,20180628,2018,US
9034,PEDROSO FILIPE,WO-2019046138-A1,G06Q30/06,20180826,2018,WO
9035,POLLAK MICHAEL,WO-2018191285-A1,G06Q30/06,20180410,2018,WO
9036,SHISEIDO CO LTD,KR-20190137098-A,G06Q30/06,20180409,2018,KR
9037,Baidu online network technology beijing co ltd,CN-109544262-A,G06Q30/06,20180930,2018,CN
9038,TOSHIBA TEC KK,EP-3392816-A1,G06Q30/06,20180417,2018,EP
9039,ALIBABA GROUP HOLDING LTD,CN-109214883-A,G06Q30/06,20180727,2018,CN
9040,ADOBE INC,DE-102018004974-A1,G06Q30/06,20180621,2018,DE
9041,ZHANG LI,CN-108629656-A,G06Q30/06,20180418,2018,CN
9042,CHO WON SE,KR-101935712-B1,G06Q30/06,20180129,2018,KR
9043,TOSHIBA TEC KK,JP-2019200567-A,G06Q30/06,20180516,2018,JP
9044,KOUBEI SHANGHAI INF TECH CO LTD,CN-109064296-A,G06Q30/06,20181114,2018,CN
9045,ADOBE INC,AU-2018204372-A1,G06Q30/06,20180619,2018,AU
9046,ALIBABA GROUP HOLDING LTD,WO-2018133714-A1,G06Q30/06,20180110,2018,WO
9047,CHOI KYU TAIK,KR-101928698-B1,G06Q30/06,20180329,2018,KR
9048,DOUELOU NV,NL-2021540-B1,G06Q30/06,20180831,2018,NL
9049,CAPITAL ONE SERVICES LLC,US-2019156404-A1,G06Q30/06,20181119,2018,US
9050,ELECTRONIC COMMODITIES EXCHANGE L P,US-2019114698-A1,G06Q30/06,20181221,2018,US
9051,BOE TECHNOLOGY GROUP CO LTD,US-2019303997-A1,G06Q30/06,20181022,2018,US
9052,IBM,US-2020082457-A1,G06Q30/06,20180910,2018,US
9053,CARCO TECH INC,WO-2018175544-A1,G06Q30/06,20180321,2018,WO
9054,PING AN TECH SHENZHEN CO LTD,WO-2020015112-A1,G06Q30/06,20180913,2018,WO
9055,CAPITAL ONE SERVICES LLC,US-10475105-B1,G06Q30/06,20180713,2018,US
9056,PAYPAL INC,US-2018225741-A1,G06Q30/06,20180108,2018,US
9057,SIMPLE ORDER LTD,US-2018165732-A1,G06Q30/06,20180208,2018,US
9058,PAYPAL INC,US-2018253775-A1,G06Q30/06,20180130,2018,US
9059,IBM,US-2019362406-A1,G06Q30/06,20180522,2018,US
9060,TOYOTA MOTOR CO LTD,KR-20190058305-A,G06Q30/06,20181114,2018,KR
9061,BIZMODELINE CO LTD,KR-20190085806-A,G06Q30/06,20180111,2018,KR
9062,BIGSTER INC,KR-20200001211-A,G06Q30/06,20180627,2018,KR
9063,ETNERS CO LTD,KR-102013269-B1,G06Q30/06,20181205,2018,KR
9064,BOTANICAL EXTRACTS PTY LTD,AU-2018204030-A1,G06Q30/06,20180607,2018,AU
9065,BEIJING DIDI INFINITY TECHNOLOGY & DEVELOPMENT CO LTD,AU-2018217238-A1,G06Q30/06,20180211,2018,AU
9066,IMAGENPAY UK LTD,GB-2573833-A,G06Q30/06,20180822,2018,GB
9067,SHIN WOONGHEE,JP-2019204479-A,G06Q30/06,20181130,2018,JP
9068,VAEAENAENEN MIKKO,EP-3545485-A1,G06Q30/06,20180122,2018,EP
9069,AHN JUN BAE,KR-20190106399-A,G06Q30/06,20180309,2018,KR
9070,MASTERCARD ASIA/PACIFIC PTE LTD,US-2018285967-A1,G06Q30/06,20180305,2018,US
9071,AVLANI DIPESH,KR-20200019955-A,G06Q30/06,20180622,2018,KR
9072,BIZMODELINE CO LTD,KR-20190085808-A,G06Q30/06,20180111,2018,KR
9073,LEE DONG KYU,KR-20190119886-A,G06Q30/06,20180413,2018,KR
9074,BALAN RICHARD M,US-2018260874-A1,G06Q30/06,20180308,2018,US
9075,DIGIPRINT IP LLC,US-2019244275-A1,G06Q30/06,20181119,2018,US
9076,LIND HOWARD,US-2019043109-A1,G06Q30/06,20181009,2018,US
9077,SMARTOVER YAZILIM A S,US-2019340672-A1,G06Q30/06,20180829,2018,US
9078,SAP SE,US-2019279208-A1,G06Q30/06,20180309,2018,US
9079,PRAESTOO,WO-2018127518-A1,G06Q30/06,20180103,2018,WO
9080,OREAL,US-2019370733-A1,G06Q30/06,20180531,2018,US
9081,EBAY INC,US-10380666-B2,G06Q30/06,20180413,2018,US
9082,FUJI XEROX CO LTD,US-2019012729-A1,G06Q30/06,20180301,2018,US
9083,MIN BYUNG YUN,KR-20190094726-A,G06Q30/06,20180205,2018,KR
9084,IBM,US-2019385211-A1,G06Q30/06,20180618,2018,US
9085,PLAYGROUND CO LTD,US-2019378185-A1,G06Q30/06,20180116,2018,US
9086,VIRTUAL DIAMOND BOUTIQUE INC,US-2019361597-A1,G06Q30/06,20180123,2018,US
9087,9788204 CANADA INC,US-2020019646-A1,G06Q30/06,20180712,2018,US
9088,OMRON TATEISI ELECTRONICS CO,PH-12018500486-A1,G06Q30/06,20180306,2018,PH
9089,CHO JUNG YOUN,KR-101938629-B1,G06Q30/06,20180418,2018,KR
9090,IBM,US-2019355041-A1,G06Q30/06,20180517,2018,US
9091,SPIBER INC,CN-110214335-A,G06Q30/06,20180119,2018,CN
9092,JONES MARIA FRANCISCA,CA-3068916-A1,G06Q30/06,20180613,2018,CA
9093,OCADO INNOVATION LTD,GB-201802315-D0,G06Q30/06,20180213,2018,GB
9094,CERTONA CORP,US-2018204268-A1,G06Q30/06,20180312,2018,US
9095,FREETTY,KR-20180088336-A,G06Q30/06,20180718,2018,KR
9096,UNIV DONG EUI IND ACAD COOP FOUND,KR-101949770-B1,G06Q30/06,20180524,2018,KR
9097,Binafard Tyler,US-2018260885-A1,G06Q30/06,20180309,2018,US
9098,BIZMODELINE CO LTD,KR-20190085809-A,G06Q30/06,20180111,2018,KR
9099,GRABTAXI HOLDINGS PTE LTD,KR-20200007025-A,G06Q30/06,20180511,2018,KR
9100,Uptown Network LLC,US-10515397-B2,G06Q30/06,20180910,2018,US
9101,SHOCLEF CORPORATION LTD,WO-2019043459-A2,G06Q30/06,20180820,2018,WO
9102,UNIONKID LTD,KR-20200009336-A,G06Q30/06,20180718,2018,KR
9103,NIKE INC,US-2018308142-A1,G06Q30/06,20180626,2018,US
9104,LEE JUNG HOON,KR-20190072443-A,G06Q30/06,20181212,2018,KR
9105,MASTERCARD ASIA/PACIFIC PTE LTD,US-2019378505-A1,G06Q30/06,20180612,2018,US
9106,SHENZHEN JINXINCHENG PAPER CO LTD,CN-109325835-A,G06Q30/06,20181025,2018,CN
9107,ZHANGYUE TECH CO LTD,CN-108520048-A,G06Q30/06,20180330,2018,CN
9108,Baidu online network technology beijing co ltd,CN-109409992-A,G06Q30/06,20181012,2018,CN
9109,WRAPT INC,US-2018300794-A1,G06Q30/06,20180418,2018,US
9110,SHENZHEN FANLAI TECHNOLOGY CO LTD,TW-201905829-A,G06Q30/06,20180207,2018,TW
9111,ALIBABA GROUP HOLDING LTD,PH-12018502746-A1,G06Q30/06,20181221,2018,PH
9112,BEIJING KUANGSHI TECH CO LTD,KR-20200008488-A,G06Q30/06,20181207,2018,KR
9113,GIFTTITAN COM LLC,US-2018158132-A1,G06Q30/06,20180130,2018,US
9114,PAYUP CO LTD,KR-20190140521-A,G06Q30/06,20180530,2018,KR
9115,SEARS BRANDS LLC,US-2019012727-A1,G06Q30/06,20180501,2018,US
9116,SHANG HAI PAN SHI TOU ZI GUAN LI YOU XIAN GONG SI,JP-2019053743-A,G06Q30/06,20181025,2018,JP
9117,NOVO LABS INC,CA-3019715-A1,G06Q30/06,20181003,2018,CA
9118,OCADO INNOVATION LTD,AU-2018222783-A1,G06Q30/06,20180219,2018,AU
9119,LEE HAO CHIEH,CN-108573427-A,G06Q30/06,20180212,2018,CN
9120,SK PLANET CO LTD,US-2018268466-A1,G06Q30/06,20180517,2018,US
9121,BEIJING XIAODU INF TECH CO LTD,US-2018182019-A1,G06Q30/06,20180221,2018,US
9122,KWON JEONG HO,KR-20180015200-A,G06Q30/06,20180119,2018,KR
9123,ALIBABA GROUP HOLDING LTD,MX-2019005347-A,G06Q30/06,20180302,2018,MX
9124,MAXGEN TECH CO LTD,KR-20190032194-A,G06Q30/06,20180904,2018,KR
9125,TOYOTA MOTOR CO LTD,KR-20190079515-A,G06Q30/06,20181212,2018,KR
9126,FLIPTIX INC,US-2018374134-A1,G06Q30/06,20180517,2018,US
9127,PING AN TECH SHENZHEN CO LTD,WO-2019153490-A1,G06Q30/06,20180412,2018,WO
9128,YANG SWEUNG CHEOL,KR-20190134194-A,G06Q30/06,20180525,2018,KR
9129,BONNET TOMMY,US-2019043104-A1,G06Q30/06,20181002,2018,US
9130,VIOLET IO INC,US-2019318413-A1,G06Q30/06,20180413,2018,US
9131,Clara Diamond Solutions Corp,WO-2018209430-A1,G06Q30/06,20180509,2018,WO
9132,FOTTON GARMENT,KR-20190143526-A,G06Q30/06,20180608,2018,KR
9133,SK NETWORKS CO LTD,KR-20190109700-A,G06Q30/06,20180323,2018,KR
9134,BEST APPS LLC,CA-3067235-A1,G06Q30/06,20180620,2018,CA
9135,LI YI,US-2020082465-A1,G06Q30/06,20180911,2018,US
9136,PING AN TECH SHENZHEN CO LTD,CN-109064293-A,G06Q30/06,20180809,2018,CN
9137,CHONGQING XIAOYUDIAN SMALL LOAN CO LTD,CN-109146617-A,G06Q30/06,20180727,2018,CN
9138,KINGTRONICS GROUP XIAMEN CO LTD,EP-3561746-A1,G06Q30/06,20181221,2018,EP
9139,FORD GLOBAL TECH LLC,US-2018144382-A1,G06Q30/06,20180122,2018,US
9140,BIZMODELINE CO LTD,KR-20190127476-A,G06Q30/06,20180504,2018,KR
9141,LEE JIN HO,KR-20190027325-A,G06Q30/06,20180903,2018,KR
9142,PANLINE CO LTD,KR-20200006716-A,G06Q30/06,20180711,2018,KR
9143,CAFE24 CORP,KR-20190102440-A,G06Q30/06,20180226,2018,KR
9144,GENESYS TELECOMMUNICATIONS LABORATORIES INC,US-2018374133-A1,G06Q30/06,20180628,2018,US
9145,AVAST SOFTWARE S R O,WO-2019068023-A1,G06Q30/06,20180928,2018,WO
9146,TWINNY CO LTD,CN-108985873-A,G06Q30/06,20180530,2018,CN
9147,PETSMART HOME OFFICE INC,CA-3067361-A1,G06Q30/06,20180628,2018,CA
9148,SHENZHEN SPRING WOODS HOLDINGS CO LTD,CN-108446963-A,G06Q30/06,20180330,2018,CN
9149,TRUECAR INC,US-10217123-B2,G06Q30/06,20180108,2018,US
9150,ITAP MENU LLC CARMEL IN 46032,US-2018225748-A1,G06Q30/06,20180406,2018,US
9151,LIM JONG JIN,KR-20200015328-A,G06Q30/06,20180803,2018,KR
9152,WAL MART STORES INC,US-2018150901-A1,G06Q30/06,20180128,2018,US
9153,HODGE PRODUCTS INC,US-2019066184-A1,G06Q30/06,20181029,2018,US
9154,PARK CHAN YONG,KR-101976570-B1,G06Q30/06,20181210,2018,KR
9155,BEHR PROCESS CORP,BR-102018011940-A2,G06Q30/06,20180613,2018,BR
9156,SHENZHEN YUNLIAN WANQI TECH CO LTD,CN-109583997-A,G06Q30/06,20181112,2018,CN
9157,SK PLANET CO LTD,CN-108628687-A,G06Q30/06,20180322,2018,CN
9158,KIM BO SUNG,KR-20190114396-A,G06Q30/06,20180330,2018,KR
9159,DOMOKOS MARIUS KEELEY,US-2019228461-A1,G06Q30/06,20180125,2018,US
9160,SAMSUNG ELECTRONICS CO LTD,KR-20200017263-A,G06Q30/06,20180808,2018,KR
9161,PEARL ABYSS CORP,KR-102064199-B1,G06Q30/06,20181220,2018,KR
9162,TOYOTA MOTOR CO LTD,CN-109747471-A,G06Q30/06,20181030,2018,CN
9163,SHANGHAI DIANRONG INF TECH CO LTD,CN-109254975-A,G06Q30/06,20180921,2018,CN
9164,LIN CHIN CHANG,CN-109583985-A,G06Q30/06,20180918,2018,CN
9165,PERFECT CORP,EP-3522069-A1,G06Q30/06,20181009,2018,EP
9166,EXPEDIA INC,US-2019057429-A1,G06Q30/06,20180924,2018,US
9167,EBAY INC,US-10546333-B2,G06Q30/06,20180926,2018,US
9168,KIM DAE JIN,KR-20190122960-A,G06Q30/06,20180423,2018,KR
9169,GLAMHIVE INC,US-2019019235-A1,G06Q30/06,20180712,2018,US
9170,PERFECT CORP,EP-3579113-A1,G06Q30/06,20180918,2018,EP
9171,ALIBABA GROUP SERVICES LTD,TW-201915885-A,G06Q30/06,20180514,2018,TW
9172,LEE KANG HWA,US-2019311348-A1,G06Q30/06,20181018,2018,US
9173,EBAY INC,US-2018330418-A1,G06Q30/06,20180725,2018,US
9174,BOVEDA INC,HK-1253678-A1,G06Q30/06,20181009,2018,HK
9175,MASTERCARD INTERNATIONAL INC,US-2018374139-A1,G06Q30/06,20180515,2018,US
9176,ECAJA CO LTD,KR-102006482-B1,G06Q30/06,20180502,2018,KR
9177,ENN SCIENCE AND TECH DEVELOPMENT CO LTD,US-10325190-B1,G06Q30/06,20180212,2018,US
9178,ACORNSOFT CO LTD,KR-101996840-B1,G06Q30/06,20181207,2018,KR
9179,CAINIAO SMART LOGISTICS HOLDING LTD,US-2018268368-A1,G06Q30/06,20180517,2018,US
9180,GST CO LTD,KR-20190135181-A,G06Q30/06,20180528,2018,KR
9181,WELLBRIDGE,KR-101998267-B1,G06Q30/06,20180913,2018,KR
9182,WALMART APOLLO LLC,WO-2018151910-A1,G06Q30/06,20180123,2018,WO
9183,HYUNDAI MOTOR CO LTD,KR-20190099582-A,G06Q30/06,20180219,2018,KR
9184,TENCENT TECH SHENZHEN CO LTD,US-2018268460-A1,G06Q30/06,20180521,2018,US
9185,NARAMULSAN CO LTD,KR-101903769-B1,G06Q30/06,20180127,2018,KR
9186,TENCENT TECH SHENZHEN CO LTD,CN-110458660-A,G06Q30/06,20180830,2018,CN
9187,MEC GROUPES B N G INC,WO-2018223225-A1,G06Q30/06,20180604,2018,WO
9188,BEST APPS LLC,US-10140392-B1,G06Q30/06,20180514,2018,US
9189,SEARS BRANDS LLC,US-2019147516-A1,G06Q30/06,20181112,2018,US
9190,RETAILCOMMON INC,US-2019057430-A1,G06Q30/06,20180814,2018,US
9191,INT CRUISE & EXCURSION GALLERY INC,WO-2019075189-A1,G06Q30/06,20181011,2018,WO
9192,SHARP KK,CN-109391677-A,G06Q30/06,20180803,2018,CN
9193,MASTERCARD ASIA/PACIFIC PTE LTD,US-2018260867-A1,G06Q30/06,20180302,2018,US
9194,THE BULLET ID CORP,CA-3071891-A1,G06Q30/06,20180803,2018,CA
9195,EBAY INC,US-2018144394-A1,G06Q30/06,20180122,2018,US
9196,WASHINGTON PRIME GROUP L P,US-2018204257-A1,G06Q30/06,20180316,2018,US
9197,LEE YONE SOO,KR-20200006383-A,G06Q30/06,20180710,2018,KR
9198,SAREEN IVA,US-2018374137-A1,G06Q30/06,20180622,2018,US
9199,ESSILOR INT,US-2018256023-A1,G06Q30/06,20180515,2018,US
9200,WELLS FARGO BANK NA,US-2019318408-A1,G06Q30/06,20180411,2018,US
9201,Baidu online network technology beijing co ltd,CN-109214897-A,G06Q30/06,20181008,2018,CN
9202,UC TECH SINGAPORE LIMITED,CN-109063119-A,G06Q30/06,20180731,2018,CN
9203,CORNER BANCA SA,IT-201800003461-A1,G06Q30/06,20180312,2018,IT
9204,REN TIANMIN,CN-108230117-A,G06Q30/06,20180129,2018,CN
9205,ALIBABA GROUP HOLDING LTD,EP-3563318-A1,G06Q30/06,20180306,2018,EP
9206,WINGS2ME INC,KR-20190098454-A,G06Q30/06,20180214,2018,KR
9207,ALIBABA GROUP HOLDING LTD,PH-12018501967-A1,G06Q30/06,20180913,2018,PH
9208,HENKEL AG & CO KGAA,WO-2019068635-A1,G06Q30/06,20181001,2018,WO
9209,HWANG YU BIN,KR-20190022421-A,G06Q30/06,20181023,2018,KR
9210,DAL KOMM CO LTD,US-2020082461-A1,G06Q30/06,20180123,2018,US
9211,SK NETWORKS CO LTD,KR-20190105479-A,G06Q30/06,20180328,2018,KR
9212,PAYPAL INC,US-2019139111-A1,G06Q30/06,20181008,2018,US
9213,MARIELLA LABELS OY,WO-2019092306-A1,G06Q30/06,20180926,2018,WO
9214,MATCHCO,WO-2018165346-A1,G06Q30/06,20180307,2018,WO
9215,NANTONG PUBLIC RESOURCE TRADING CENTER,CN-108198049-A,G06Q30/06,20180207,2018,CN
9216,GG INNOVATION LTD,GB-201805448-D0,G06Q30/06,20180403,2018,GB
9217,FOSHAN SUONENG NETWORK CO LTD,CN-108280675-A,G06Q30/06,20180102,2018,CN
9218,ROU JAE GEUN,KR-20190143203-A,G06Q30/06,20180620,2018,KR
9219,RECIPPEEPS INC,US-2019005555-A1,G06Q30/06,20180906,2018,US
9220,STUBBS BRETT,US-2019095976-A1,G06Q30/06,20180912,2018,US
9221,KINGTRONICS GROUP XIAMEN CO LTD,US-2019332995-A1,G06Q30/06,20181221,2018,US
9222,ALIBABA GROUP HOLDING LTD,US-2018330419-A1,G06Q30/06,20180726,2018,US
9223,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,GB-2564578-A8,G06Q30/06,20180211,2018,GB
9224,AT & T IP I LP,US-2019080380-A1,G06Q30/06,20181112,2018,US
9225,EBAY INC,US-2019156377-A1,G06Q30/06,20181113,2018,US
9226,KOUKOUXIANGCHUAN BEIJING NETWORK TECH CO LTD,CN-108280748-A,G06Q30/06,20180213,2018,CN
9227,KOUBEI SHANGHAI INF TECH CO LTD,CN-109360076-A,G06Q30/06,20181210,2018,CN
9228,TETE A TETE INC,US-2018336615-A1,G06Q30/06,20180727,2018,US
9229,WAL MART STORES INC,US-2018232795-A1,G06Q30/06,20180410,2018,US
9230,WINIADIMCHAE CO LTD,KR-20190121948-A,G06Q30/06,20180419,2018,KR
9231,HANNAM UNIV INSTITUTE FOR INDUSTRY ACADEMIA COOPERATION,KR-20200002523-A,G06Q30/06,20180629,2018,KR
9232,FIRST DATA CORP,US-2018315102-A1,G06Q30/06,20180430,2018,US
9233,YUN SEONG UN,KR-101953851-B1,G06Q30/06,20180406,2018,KR
9234,YOUN JEI LIANG,KR-20190137344-A,G06Q30/06,20180601,2018,KR
9235,OWIN INC,KR-20190110837-A,G06Q30/06,20180321,2018,KR
9236,EATON INTELLIGENT POWER LTD,US-2019188913-A1,G06Q30/06,20180504,2018,US
9237,SEVINDIK VOLKAN,US-2019394091-A1,G06Q30/06,20180625,2018,US
9238,IND TECH RES INST,US-2019355039-A1,G06Q30/06,20180830,2018,US
9239,WALMART APOLLO LLC,US-2019236685-A1,G06Q30/06,20180130,2018,US
9240,CHO JAESUNG,WO-2019130602-A1,G06Q30/06,20180207,2018,WO
9241,LIANYUNGANG QUATIUS DIGITAL TECH CO LTD,CN-108681940-A,G06Q30/06,20180509,2018,CN
9242,EBAY INC,US-2018336607-A1,G06Q30/06,20180706,2018,US
9243,IBM,US-2019356470-A1,G06Q30/06,20180516,2018,US
9244,TORMEY ORSON,US-2019171701-A1,G06Q30/06,20180822,2018,US
9245,CHO JAE SUNG,KR-20190082239-A,G06Q30/06,20180207,2018,KR
9246,NEWMARK CHARLIE,WO-2019040913-A1,G06Q30/06,20180824,2018,WO
9247,WIPPY LLC,US-2019087882-A1,G06Q30/06,20181120,2018,US
9248,TONGBLOCK CO LTD,KR-102032220-B1,G06Q30/06,20180913,2018,KR
9249,TOYOTA MOTOR CO LTD,US-2019132719-A1,G06Q30/06,20181030,2018,US
9250,BROTHER IND LTD,US-2019236689-A1,G06Q30/06,20181219,2018,US
9251,MARSHALL SHEILA,US-2019279268-A1,G06Q30/06,20180308,2018,US
9252,LIGHT & MAGIC TECH LTD,CN-108573403-A,G06Q30/06,20180320,2018,CN
9253,PERFECT CORP,US-2019378187-A1,G06Q30/06,20180820,2018,US
9254,JONES MARIA FRANCISCA,AU-2018295434-A1,G06Q30/06,20180613,2018,AU
9255,WIPPY LLC,CA-3063736-A1,G06Q30/06,20180514,2018,CA
9256,WANG WEIJIAN,CN-109389480-A,G06Q30/06,20181210,2018,CN
9257,LATERPAY AG,AU-2018296666-A1,G06Q30/06,20180706,2018,AU
9258,SSENSTONE CO LTD,CN-109389390-A,G06Q30/06,20180809,2018,CN
9259,BEHR PROCESS CORP,US-2018364900-A1,G06Q30/06,20180608,2018,US
9260,RAISE MARKETPLACE INC,US-2018204259-A1,G06Q30/06,20180118,2018,US
9261,YOGER INC,TW-M575889-U,G06Q30/06,20180302,2018,TW
9262,BIZMODELINE CO LTD,KR-20190127484-A,G06Q30/06,20180504,2018,KR
9263,WITHUS COMMUNICATIONS CO LTD,KR-102001337-B1,G06Q30/06,20180201,2018,KR
9264,KOREA RES INSTITUTE FOR FASHION AND DISTRIBUTION INFORMATION,KR-20190131268-A,G06Q30/06,20180516,2018,KR
9265,B4U PLATFORM CO LTD,KR-20190129366-A,G06Q30/06,20180510,2018,KR
9266,LEGO AS,US-2020027146-A1,G06Q30/06,20180205,2018,US
9267,HOMDNA INC,US-2019114696-A1,G06Q30/06,20180416,2018,US
9268,KIM SOO YONG,KR-20190064448-A,G06Q30/06,20181120,2018,KR
9269,KIM SI ON,WO-2020013368-A1,G06Q30/06,20180717,2018,WO
9270,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-108985896-A,G06Q30/06,20180711,2018,CN
9271,QUATIUS TECH CHINA LIMITED,AU-2018282399-A1,G06Q30/06,20181220,2018,AU
9272,TAMIRAS PER PTE LTD LLC,US-2018300803-A1,G06Q30/06,20180619,2018,US
9273,IBM,US-2018276736-A1,G06Q30/06,20180529,2018,US
9274,ONETRUST LLC,US-10423996-B2,G06Q30/06,20181231,2018,US
9275,WALMART APOLLO LLC,US-2018240088-A1,G06Q30/06,20180418,2018,US
9276,YOURFIT INC,KR-20190102373-A,G06Q30/06,20180226,2018,KR
9277,SAP SE,US-2020065880-A1,G06Q30/06,20180827,2018,US
9278,UNIV KYONGGI IND & ACAD COOP FOUND,KR-20190105193-A,G06Q30/06,20180304,2018,KR
9279,ELECS HOLDINGS,KR-20190132095-A,G06Q30/06,20180518,2018,KR
9280,Cook de Cuisine LLC,US-2019254332-A1,G06Q30/06,20180219,2018,US
9281,CAPITAL ONE SERVICES LLC,US-10366443-B1,G06Q30/06,20180301,2018,US
9282,GRIB CO LTD,KR-20190085638-A,G06Q30/06,20180111,2018,KR
9283,EBAY INC,US-2019278458-A1,G06Q30/06,20180308,2018,US
