,num_critic_for_reviews,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,content_rating,imdb_score,Biography,Comedy,Crime,Drama,Romance,Mystery_Thriller_Horror,Sci-Fi_Fantasy,Family_Animation,Action_Adventure,History_War,Others,director_rank,actor1_rank,actor2_rank,actor3_rank,gross_budget_ratio,log_duration,log_cast_total_facebook_likes,log_director_facebook_likes,log_budget,log_gross_budget_ratio,log_movie_facebook_likes,log_actor_1_facebook_likes,log_actor_2_facebook_likes,log_actor_3_facebook_likes
2323,300.0,7159147.0,120189,0.0,308.0,R,7.5,0,0,0,1,0,1,0,0,0,0,0,8,2,2,3,2.1056314705882357,4.653960350157523,6.860663671448287,5.14166355650266,15.03928598958639,0.7446154081751984,5.14166355650266,5.945420608606575,5.60947179518496,4.962844630259907
2324,365.0,25003072.0,72552,0.0,374.0,R,5.5,0,1,0,0,0,1,0,0,0,0,0,7,4,3,5,1.0417946666666666,4.477336814478207,8.654691704601872,5.2574953720277815,16.99356438831222,0.04094486697112633,5.2574953720277815,8.006367567650246,6.755768921984255,6.741700694652055
2325,200.0,136432.0,31890,0.0,194.0,R,6.6,0,1,0,0,0,1,0,0,0,0,0,7,3,3,4,0.027286400000000002,4.499809670330265,7.7039102096163115,4.330733340286331,15.424948470398375,-3.6013668694165437,4.330733340286331,6.682108597449809,6.645090969505644,5.84354441703136
2327,18.0,71904.0,806,1.0,18.0,PG-13,5.7,0,1,0,1,0,0,0,1,0,0,0,6,2,2,3,0.0287616,4.605170185988092,7.307202314764738,0.0,14.73180128983843,-3.5487141148533734,0.0,6.461468176353717,5.564520407322694,5.517452896464707
2328,193.0,39687528.0,140780,1.0,376.0,R,6.3,0,0,1,1,0,1,0,0,1,0,0,6,3,4,4,1.653647,4.543294782270004,7.66105638236183,4.465908118654584,16.99356438831222,0.502983151816527,4.465908118654584,6.763884908562435,6.677083461247136,5.634789603169249
2329,299.0,49024969.0,133367,0.0,363.0,R,7.3,0,0,1,1,0,1,0,0,0,0,0,7,4,4,5,1.96099876,4.77912349311153,8.096817470572319,5.342334251964811,17.034386382832476,0.6734539148835657,5.342334251964811,6.907755278982137,6.79794041297493,6.255750041753367
2330,220.0,17508670.0,64625,0.0,281.0,R,7.4,0,0,1,1,1,1,0,0,0,0,0,8,2,2,4,1.1672446666666667,4.5217885770490405,6.470799503782602,2.6390573296152584,16.523560759066484,0.15464598571447138,2.6390573296152584,5.955837369464831,4.59511985013459,4.356708826689592
2331,147.0,22526144.0,53884,1.0,203.0,PG-13,5.1,0,1,0,0,1,0,1,0,0,0,0,7,3,3,5,0.7508714666666667,4.553876891600541,7.914617709040679,6.052089168924417,17.216707939626428,-0.28652079144410264,6.052089168924417,6.880384082186005,6.654152520183219,6.327936783729195
2332,99.0,48546578.0,50415,0.0,613.0,PG-13,2.7,0,1,0,0,1,0,0,0,0,0,0,3,4,4,6,2.4273289,4.442651256490317,8.785539527561276,4.1588830833596715,16.811242831518264,0.8867914346621513,4.1588830833596715,8.006367567650246,6.767343125265392,6.591673732008658
2333,54.0,21160089.0,8522,0.0,92.0,PG-13,6.0,0,1,1,1,1,0,0,0,0,0,1,6,2,3,3,1.05800445,4.653960350157523,7.338238150065589,3.8918202981106265,16.811242831518264,0.05638453947641167,3.8918202981106265,6.522092798170152,6.220590170099739,4.6443908991413725
2335,228.0,40687294.0,107772,1.0,398.0,PG-13,5.4,0,0,1,1,0,1,0,0,1,0,0,6,5,3,3,1.1624941142857144,4.634728988229636,9.695786647402777,5.356586274672012,17.37085861945369,0.15056779548652674,5.356586274672012,9.615805480084347,6.313548046277095,5.5134287461649825
2336,169.0,26814957.0,84357,3.0,252.0,PG-13,6.7,1,0,0,1,1,0,0,0,0,1,0,7,6,5,6,0.7661416285714285,4.74493212836325,11.26219229629665,4.02535169073515,17.37085861945369,-0.2663882326358967,4.02535169073515,9.903487552536127,9.852194258148577,9.852194258148577
2337,387.0,143492840.0,414335,0.0,881.0,PG-13,7.5,0,1,0,1,1,0,0,0,0,0,0,8,8,4,5,19.132378666666668,4.564348191467836,10.268720769756413,6.484635235635252,15.830413578506539,2.9513821179422073,6.484635235635252,10.085809109330082,8.006367567650246,6.880384082186005
2338,208.0,2694973.0,70885,2.0,189.0,R,7.2,0,0,0,1,0,0,0,0,0,0,0,8,6,3,3,3.849961428571429,4.663439094112067,10.42626150981796,3.4339872044851463,13.458835614025542,1.3480631296966312,3.4339872044851463,10.404262840448617,6.251903883165888,4.2626798770413155
2341,152.0,2912363.0,25063,1.0,177.0,R,7.3,0,0,1,1,0,0,0,0,0,0,0,8,2,2,2,0.9707876666666668,4.543294782270004,5.627621113690637,5.017279836814924,14.914122846632385,-0.029647509509250908,5.017279836814924,4.727387818712341,4.1588830833596715,3.367295829986474
2343,113.0,10996440.0,19707,0.0,128.0,PG,6.3,0,0,0,1,0,0,1,0,1,0,0,7,8,4,4,0.84588,4.6443908991413725,10.233007103729488,3.5553480614894135,16.38045991542581,-0.16737777340835255,3.5553480614894135,10.085809109330082,6.815639990074331,6.738152494595957
2344,398.0,40218903.0,372990,0.0,1107.0,R,8.1,0,0,0,1,0,0,0,0,0,0,0,8,2,2,3,1.60875612,5.062595033026967,6.278521424165844,0.0,17.034386382832476,0.47546128411676764,0.0,5.605802066295998,4.709530201312334,4.6443908991413725
2345,146.0,2849142.0,24104,1.0,88.0,R,7.2,0,0,0,1,0,0,0,0,0,0,0,8,3,3,4,0.178071375,4.770684624465665,7.543802867501509,5.910796644040527,16.588099280204055,-1.7255708259162417,5.910796644040527,6.907755278982137,6.035481432524756,5.68697535633982
2346,242.0,70236496.0,67395,0.0,564.0,PG-13,6.0,0,0,0,1,0,1,0,0,0,1,0,8,8,5,5,1.1148650158730158,4.859812404361672,9.57644075656207,0.0,17.958645284355807,0.10873333558619175,0.0,9.392661928770137,6.907755278982137,6.437751649736401
2347,86.0,9589875.0,16673,0.0,45.0,PG,7.3,1,0,0,1,0,0,0,0,0,0,1,7,4,3,5,0.239746875,4.867534450455582,8.54907938027856,3.6635616461296463,17.50439001207821,-1.4281715997143827,3.6635616461296463,7.600902459542082,6.8001700683022,6.280395838960195
2348,489.0,25440971.0,289508,0.0,611.0,R,7.7,0,0,0,1,0,1,1,0,0,0,0,8,2,2,3,1.6960647333333334,4.68213122712422,6.063785208687608,5.44673737166631,16.523560759066484,0.5283107048803164,5.44673737166631,5.003946305945459,4.976733742420574,4.812184355372417
2349,144.0,5542025.0,12197,0.0,150.0,PG-13,6.3,0,1,0,0,0,0,0,0,0,0,0,8,3,4,5,0.4618354166666666,4.454347296253507,8.170468578330674,5.934894195619588,16.300417207752275,-0.7725466923505316,5.934894195619588,6.863803391452954,6.829793737512425,6.663132695990803
2350,5.0,100358.0,1167,2.0,24.0,Not Rated,3.3,0,1,0,0,1,0,0,0,0,0,1,3,2,2,2,0.06690533333333333,4.574710978503383,6.400257445308821,0.0,14.22097566607244,-2.7044765940489204,0.0,5.924255797414532,4.976733742420574,3.6888794541139363
2351,236.0,78009155.0,110073,5.0,194.0,PG-13,6.2,0,1,1,0,0,0,0,0,1,0,0,7,4,4,6,1.0401220666666666,4.6443908991413725,8.234299635696253,6.040254711277414,18.132998671500584,0.03933807806062286,6.040254711277414,7.600902459542082,6.80903930604298,6.282266746896006
2352,263.0,31743332.0,111117,0.0,245.0,PG-13,7.1,0,0,0,1,0,1,1,1,1,0,0,8,3,2,4,1.0581110666666669,4.3694478524670215,7.374001859350161,3.4011973816621555,17.216707939626428,0.05648530587211859,3.4011973816621555,6.84587987526405,5.602118820879701,5.579729825986222
2353,283.0,50859889.0,236000,0.0,1043.0,R,7.8,0,0,0,1,0,1,0,0,1,0,0,9,2,2,2,1.271497225,4.9344739331306915,6.742880635791903,0.0,17.50439001207821,0.2401951234159963,0.0,6.56244409369372,4.356708826689592,2.9444389791664403
2354,269.0,66636385.0,88451,1.0,289.0,R,7.1,1,1,0,1,0,0,0,0,0,1,0,7,7,5,6,0.8884851333333333,4.624972813284271,11.012808960012588,0.0,18.132998671500584,-0.11823736384780802,0.0,9.998797732340453,9.615805480084347,9.615805480084347
2355,172.0,142614158.0,66593,3.0,153.0,PG,5.5,0,1,0,0,0,0,1,1,1,0,0,5,2,2,3,1.2964923454545454,4.634728988229636,6.539585955617669,4.204692619390966,18.51599092375669,0.2596624219718609,4.204692619390966,5.948034989180646,4.727387818712341,4.709530201312334
2356,71.0,10018.0,3228,0.0,31.0,Not Rated,6.1,0,0,1,1,0,1,0,0,0,0,0,7,2,3,3,0.010018,4.356708826689592,6.2324480165505225,0.0,13.815510557964274,-4.603371804046712,0.0,5.568344503761097,5.093750200806762,4.110873864173311
2357,252.0,29113588.0,117999,0.0,181.0,R,6.6,0,0,1,0,0,1,0,0,1,0,0,7,7,4,4,0.7278397,4.532599493153256,10.234013573979798,5.10594547390058,17.50439001207821,-0.31767444733902883,5.10594547390058,10.165851817003619,6.862757913051401,5.857933154483459
2359,306.0,90755643.0,222403,2.0,453.0,PG-13,6.6,0,0,0,0,1,0,1,0,1,0,0,8,5,3,3,0.453778215,4.7535901911063645,9.689613407229068,5.187385805840755,19.11382792451231,-0.7901467135181038,5.187385805840755,9.615805480084347,6.340359303727752,5.4638318050256105
2360,41.0,1089445.0,2676,0.0,33.0,PG,7.0,0,1,0,1,0,0,0,1,0,0,1,8,3,4,8,0.0871556,4.770684624465665,8.35936910622267,3.912023005428146,16.34123920227253,-2.440060252052389,3.912023005428146,6.875232087276577,6.738152494595957,6.484635235635252
2361,173.0,19067631.0,37714,1.0,204.0,PG-13,7.1,0,1,0,1,1,0,0,0,0,0,0,8,2,3,4,9.5338155,4.68213122712422,7.591357046698551,5.25227342804663,14.508657738524219,2.2548450048018047,5.25227342804663,6.391917113392602,6.293419278846481,5.817111159963204
2362,189.0,6565495.0,36455,2.0,229.0,R,7.0,0,0,0,1,1,0,0,0,0,0,0,8,3,2,2,0.14589988888888888,4.736198448394496,6.855408798609928,6.415096959171596,17.622173047734595,-1.9248345850103088,6.415096959171596,6.778784897685177,3.9512437185814275,2.302585092994046
2363,252.0,36965395.0,113295,3.0,235.0,PG-13,7.1,0,0,1,1,0,1,0,0,0,0,0,8,5,3,5,0.6160899166666667,4.844187086458591,9.892224360257417,5.087596335232384,17.909855120186375,-0.48436235748628026,5.087596335232384,9.798127036878302,6.617402977974478,5.937536205082426
2364,279.0,31471430.0,83374,0.0,828.0,R,7.6,0,0,0,1,0,1,0,0,0,1,0,8,2,2,3,2.098095333333333,4.709530201312334,5.746203190540153,6.255750041753367,16.523560759066484,0.7410299490434193,6.255750041753367,4.574710978503383,4.219507705176107,4.1588830833596715
2365,423.0,29997095.0,60926,5.0,302.0,PG-13,6.4,0,1,0,0,0,1,0,0,0,0,0,8,7,5,4,1.3635043181818185,4.663439094112067,10.55825766397507,6.907755278982137,16.90655301132259,0.3100580902818565,6.907755278982137,9.852194258148577,9.740968623038354,6.907755278982137
2366,186.0,35635046.0,121058,0.0,482.0,R,6.7,0,0,1,1,0,1,0,0,1,0,0,8,6,4,6,2.096179176470588,4.6913478822291435,9.873543676163056,5.5134287461649825,16.64872390202049,0.7401162477625066,5.5134287461649825,9.680344001221918,6.895682697747868,6.875232087276577
2367,120.0,23292105.0,39541,0.0,334.0,PG-13,5.3,0,0,0,0,0,1,1,0,1,0,0,7,3,3,4,1.16460525,4.574710978503383,8.089789175789319,5.356586274672012,16.811242831518264,0.15238218839629597,5.356586274672012,6.866933284461882,6.821107472256465,6.456769655572163
2368,37.0,12701880.0,2037,0.0,22.0,G,5.7,0,1,0,0,0,0,0,1,1,0,0,7,2,2,2,0.846792,4.442651256490317,6.342121418721152,2.4849066497880004,16.523560759066484,-0.16630018709718225,2.4849066497880004,5.869296913133774,5.153291594497779,3.1354942159291497
2370,184.0,47852604.0,62364,0.0,337.0,PG-13,5.9,0,0,0,1,0,1,0,0,0,0,0,6,3,4,3,2.3926302,4.564348191467836,7.509335266016592,2.1972245773362196,16.811242831518264,0.8723932629269504,2.1972245773362196,6.716594773520978,6.439350371100098,4.672828834461906
2371,316.0,81557479.0,149947,1.0,326.0,PG-13,6.8,0,0,0,0,0,1,0,0,1,0,0,8,8,6,5,0.81557479,4.584967478670572,10.157354276493178,9.392661928770137,18.420680743952367,-0.20386215051923953,9.392661928770137,9.798127036878302,8.006367567650246,6.907755278982137
2372,117.0,104077.0,46076,2.0,88.0,R,7.4,0,1,0,1,1,0,1,0,0,0,0,8,3,3,4,0.104077,4.477336814478207,8.459564078579602,3.044522437723423,13.815510557964274,-2.2626242691748586,3.044522437723423,6.907755278982137,6.727431724850855,6.648984550024776
2373,283.0,31836745.0,81298,1.0,341.0,PG-13,6.9,0,0,0,1,0,1,0,0,1,0,0,8,7,3,3,0.795918625,4.859812404361672,9.654705629041903,5.814130531825066,17.50439001207821,-0.22825832826308387,5.814130531825066,9.615805480084347,6.1463292576688975,4.1588830833596715
2374,179.0,250863268.0,234480,2.0,444.0,PG,6.4,0,1,0,0,0,0,1,1,1,0,0,7,8,4,10,2.2805751636363643,4.68213122712422,10.923886015661322,5.241747015059643,18.51599092375669,0.8244276759057382,5.241747015059643,10.799575577092764,8.006367567650246,6.907755278982137
2376,144.0,81159365.0,191470,2.0,278.0,PG-13,6.8,0,0,1,1,0,1,0,0,0,0,0,7,7,4,6,2.318839,4.812184355372417,10.152727608571611,4.836281906951478,17.37085861945369,0.8410666293863356,4.836281906951478,9.798127036878302,8.517193191416238,6.907755278982137
2377,232.0,6777589.0,60115,2.0,224.0,R,7.2,0,0,1,1,0,1,0,0,0,0,0,8,5,8,5,0.29467778260869565,4.795790545596741,10.09608941873764,6.3080984415095305,16.951004773893423,-1.2218727819389612,6.3080984415095305,9.305650551780507,9.104979856318357,6.78332520060396
2378,584.0,13303319.0,136367,0.0,975.0,PG-13,6.7,0,0,0,1,0,0,1,0,0,0,0,8,6,4,6,0.41572871875,4.9344739331306915,9.474318717728728,0.0,17.281246460764002,-0.8777223498319786,0.0,9.305650551780507,6.907755278982137,6.532334292222349
2379,251.0,148734225.0,298590,2.0,559.0,R,7.0,0,1,0,0,1,0,0,0,0,0,0,7,4,4,4,4.9578074999999995,4.890349128221754,9.462965052612562,0.0,17.216707939626428,1.6009636067196722,0.0,9.305650551780507,6.892641641172089,6.270988431858299
2381,285.0,70269171.0,162130,0.0,962.0,PG,7.2,0,0,0,1,0,0,0,0,0,0,1,7,6,4,5,2.927882125,4.9344739331306915,9.62317823441376,9.472704636443673,16.99356438831222,1.0742793374335047,9.472704636443673,9.472704636443673,6.52649485957079,6.133398042996649
2382,56.0,6387.0,4862,0.0,37.0,R,6.9,0,1,0,1,0,0,1,0,0,0,0,7,3,3,4,0.0063869999999999994,4.394449154672439,7.898782356970309,0.0,13.815510557964274,-5.053490604402685,0.0,6.882437470997847,6.4692503167957724,5.976350909297934
2383,93.0,25584685.0,15877,5.0,102.0,PG,5.9,0,1,1,0,1,1,0,1,0,0,0,7,2,3,6,1.27923425,4.59511985013459,8.109826276018477,3.258096538021482,16.811242831518264,0.24626165672576728,3.258096538021482,6.579251212010101,6.505784060128229,6.476972362889683
2384,170.0,27829874.0,196422,1.0,444.0,R,7.0,0,0,1,0,0,1,0,0,1,0,0,6,7,3,7,2.3191561666666667,4.532599493153256,10.266984175821792,4.418840607796598,16.300417207752275,0.841203398251228,4.418840607796598,10.165851817003619,6.586171654854675,6.2166061010848646
2385,167.0,179982968.0,146019,0.0,119.0,PG,6.7,0,1,0,0,0,0,0,1,1,0,0,7,4,5,7,1.199886453333333,4.48863636973214,8.09712193091871,3.5553480614894135,18.82614585206053,0.18222693009476731,3.5553480614894135,6.907755278982137,6.7464121285733745,6.077642243349034
2386,141.0,26876529.0,26624,1.0,189.0,PG-13,3.9,0,0,0,0,0,1,0,0,0,0,0,4,2,3,4,0.9954270000000001,4.465908118654584,7.51425465281641,0.6931471805599453,17.111347423968603,-0.004583488151592994,0.6931471805599453,6.608000625296087,5.6937321388027,5.598421958998375
2387,172.0,327919.0,99177,0.0,192.0,Not Rated,7.7,0,0,1,1,0,0,0,0,0,0,0,8,3,3,4,0.21861266666666668,4.61512051684126,8.096208271650037,5.402677381872279,14.22097566607244,-1.5204537604231434,5.402677381872279,6.907755278982137,6.669498089857879,6.548219102762372
2389,30.0,220234.0,1950,3.0,24.0,R,6.5,0,1,0,0,1,0,0,0,0,0,0,7,3,5,7,0.06292400000000001,4.61512051684126,8.181440695719374,0.0,15.068273526459642,-2.7658276300218785,0.0,6.717804695023691,6.591673732008658,6.523562306149512
2390,213.0,23527955.0,74691,1.0,165.0,PG-13,6.4,0,0,1,1,0,1,0,0,1,0,0,6,5,3,5,0.9411181999999999,4.574710978503383,9.460398455831275,3.713572066704308,17.034386382832476,-0.060686536233092885,3.713572066704308,9.305650551780507,6.511745329644728,6.428105272684596
2391,173.0,38108.0,40878,0.0,124.0,R,7.2,0,0,0,0,0,1,1,0,0,0,0,8,2,2,2,0.014656923076923074,4.189654742026425,5.476463551931511,4.330733340286331,14.77102200299171,-4.222842490165041,4.330733340286331,4.812184355372417,4.330733340286331,3.58351893845611
2392,237.0,45045037.0,103230,3.0,143.0,R,5.9,0,1,0,0,1,0,0,0,0,0,0,7,3,3,4,1.2512510277777775,4.709530201312334,8.129469764784231,4.61512051684126,17.399029496420383,0.22414387304777714,4.61512051684126,6.873163834212518,6.823286122355687,6.523562306149512
2393,171.0,43097652.0,59068,2.0,128.0,PG,6.3,0,1,0,1,1,0,0,0,0,0,0,8,3,3,6,1.5392018571428572,4.6443908991413725,8.159660737063376,4.564348191467836,17.14771506813948,0.43126400749228366,4.564348191467836,6.849066282633458,6.637258031284457,6.326149473155099
2394,224.0,35063732.0,164608,1.0,383.0,R,6.4,0,0,0,0,0,1,0,0,0,0,0,7,4,4,4,1.095741625,4.584967478670572,9.299998243906717,6.293419278846481,17.281246460764002,0.09143141712079166,6.293419278846481,8.987196820661973,6.815639990074331,6.799055862058796
2395,257.0,187165546.0,150618,3.0,195.0,PG,7.3,0,1,0,0,0,0,1,1,1,0,0,6,6,5,6,1.3864114518518518,4.584967478670572,10.675584536074474,2.772588722239781,18.720785336402702,0.32671871952064063,2.772588722239781,9.680344001221918,9.615805480084347,9.392661928770137
2396,153.0,38087366.0,113918,2.0,165.0,R,6.6,0,1,0,0,0,0,0,0,1,0,0,7,3,3,6,3.1739471666666668,4.624972813284271,8.310169021981912,3.091042453358316,16.300417207752275,1.154975976303001,3.091042453358316,6.907755278982137,6.860663671448287,6.704414354964107
2397,60.0,8108247.0,9607,0.0,174.0,PG-13,7.4,0,0,0,1,1,0,0,0,0,0,0,8,3,3,4,2.4570445454545453,4.51085950651685,7.918264686095274,3.6375861597263857,15.009433026436708,0.8989592233928252,3.6375861597263857,6.437751649736401,6.139884552226255,5.932245187448011
2398,124.0,2975649.0,23864,1.0,142.0,PG,7.0,1,0,0,1,1,0,0,0,0,0,0,7,3,2,3,0.09918830000000001,4.477336814478207,7.325148957955575,4.68213122712422,17.216707939626428,-2.3107352151955842,4.68213122712422,6.775366090936392,4.955827057601261,4.90527477843843
2399,341.0,53082743.0,844052,1.0,1100.0,PG-13,8.5,0,0,0,1,0,1,1,0,0,0,0,10,7,5,8,1.327068575,4.867534450455582,11.066419588412538,9.998797732340453,17.50439001207821,0.2829724307292684,9.998797732340453,10.043249494911286,9.903487552536127,9.852194258148577
2400,154.0,15709385.0,53053,0.0,132.0,R,6.7,0,0,1,1,0,1,0,0,0,0,0,8,3,3,5,0.5236461666666666,4.867534450455582,8.537191877922927,5.003946305945459,17.216707939626428,-0.6469390772009929,5.003946305945459,6.907755278982137,6.693323668269949,6.682108597449809
2401,135.0,25926543.0,26609,1.0,148.0,PG-13,5.2,0,0,0,0,0,1,0,0,0,0,0,5,2,3,4,3.240817875,4.499809670330265,7.335633981927201,1.6094379124341003,15.89495209964411,1.1758257285045615,1.6094379124341003,6.1070228877422545,5.805134968916488,5.6937321388027
2402,85.0,30105968.0,8860,0.0,45.0,G,4.5,0,1,0,0,0,0,1,1,1,0,0,6,2,4,4,0.8136748108108108,4.394449154672439,7.7266536648476425,2.772588722239781,17.4264284706085,-0.20619448811752475,2.772588722239781,6.293419278846481,6.255750041753367,5.958424693029782
2403,46.0,3420871.0,14100,2.0,81.0,PG,7.4,0,0,0,1,1,0,0,1,0,0,0,7,3,3,5,0.11604062299331225,4.736198448394496,8.249052274171293,1.791759469228055,17.19922070593898,-2.153814950962647,1.791759469228055,6.877296071497429,6.80903930604298,6.450470422144176
2404,254.0,10955425.0,62770,1.0,396.0,R,6.0,0,0,0,0,0,1,1,0,1,0,0,7,2,2,2,0.3651808333333333,4.727387818712341,5.968707559985366,5.2832037287379885,17.216707939626428,-1.007362614296491,5.2832037287379885,5.10594547390058,4.672828834461906,3.7612001156935624
2405,111.0,37442180.0,28005,1.0,236.0,PG-13,6.2,0,1,0,1,1,1,0,0,0,0,0,8,8,4,4,1.872109,4.74493212836325,10.869919915888612,5.605802066295998,16.811242831518264,0.6270656028560302,5.605802066295998,10.799575577092764,7.600902459542082,6.907755278982137
2407,115.0,4584886.0,19114,0.0,115.0,R,6.4,0,0,0,1,1,0,0,0,0,0,0,8,2,2,3,0.10188635555555556,4.9344739331306915,6.2878585601617845,5.187385805840755,17.622173047734595,-2.2838972480569306,5.187385805840755,5.58724865840025,5.308267697401205,3.912023005428146
2409,144.0,49875589.0,28807,0.0,273.0,PG-13,5.9,0,0,0,1,0,0,0,0,1,1,0,6,3,4,4,0.859923948275862,4.8283137373023015,8.392989587956931,4.962844630259907,17.875953568510692,-0.15091132588231418,4.962844630259907,6.907755278982137,6.498282149476434,6.251903883165888
2410,25.0,978908.0,4057,0.0,90.0,PG-13,5.1,0,0,0,1,0,1,0,0,0,0,0,5,3,4,3,0.4078783333333333,4.61512051684126,7.743269700829004,2.1972245773362196,14.690979295318174,-0.8967863516635953,2.1972245773362196,6.880384082186005,6.77078942390898,5.303304908059076
2411,91.0,19179969.0,54710,2.0,177.0,R,6.3,0,1,0,0,0,0,0,0,0,0,0,7,4,3,5,1.0959982285714285,4.700480365792417,10.472912218605055,6.045005314036012,16.67771143889374,0.09166557225757281,6.045005314036012,10.404262840448617,6.129050210060545,6.045005314036012
2412,262.0,131920333.0,213275,3.0,436.0,PG,5.6,0,0,0,0,0,1,1,0,1,0,0,7,5,4,6,1.0147717923076922,4.5217885770490405,9.635738817791797,5.117993812416755,18.683045008419857,0.014663752049700546,5.117993812416755,9.305650551780507,7.600902459542082,6.553933404025811
2414,137.0,1089365.0,23767,1.0,111.0,R,5.7,0,1,0,1,0,0,0,0,0,0,0,8,10,5,6,0.0435746,4.6443908991413725,11.18404632766811,5.605802066295998,17.034386382832476,-3.13328086719363,5.605802066295998,9.998797732340453,9.798127036878302,9.740968623038354
2415,14.0,18435.0,1010,5.0,15.0,Not Rated,5.8,0,0,0,1,0,0,0,0,0,0,0,6,2,3,3,0.013167857142857144,4.553876891600541,6.9865664594064265,0.0,14.151982794585487,-4.329976483917242,0.0,6.278521424165844,5.777652323222656,5.099866427824199
2416,253.0,80050171.0,186982,0.0,491.0,PG-13,6.9,0,0,0,1,0,1,0,0,0,0,0,7,3,3,7,4.00250855,4.653960350157523,7.7354333524996886,5.0369526024136295,16.811242831518264,1.386921302051348,5.0369526024136295,6.784457062637643,6.424869023905388,6.218600119691729
2417,177.0,168213584.0,99989,3.0,255.0,PG-13,5.9,0,1,0,0,0,0,0,0,1,0,0,6,2,3,4,5.706034832444095,4.605170185988092,7.252762418053187,2.4849066497880004,17.19922070593898,1.7415243573019596,2.4849066497880004,6.037870919922137,5.799092654460526,5.739792912179234
2420,73.0,16647384.0,8398,1.0,56.0,PG,5.1,0,1,0,0,1,0,0,1,1,0,0,7,3,4,6,0.640284,4.499809670330265,8.39638057119949,5.170483995038151,17.073607095985757,-0.44584345105633366,5.170483995038151,6.836259277277067,6.732210706467206,6.715383386334681
2421,87.0,1677838.0,11283,0.0,155.0,PG,7.7,0,0,0,0,0,0,0,0,0,0,1,8,3,3,1,1.6778380000000002,4.5217885770490405,7.277247726631484,0.6931471805599453,13.815510557964274,0.5175060598802188,0.6931471805599453,6.663132695990803,6.490723534502507,1.6094379124341003
2422,238.0,80170146.0,243053,0.0,488.0,PG-13,6.1,0,0,0,0,0,1,1,0,1,0,0,8,5,4,5,0.943178188235294,4.477336814478207,9.992550989276888,5.384495062789089,18.258161814454592,-0.05850005530701606,5.384495062789089,9.740968623038354,8.294049640102028,6.255750041753367
2424,100.0,173066.0,21379,1.0,88.0,R,6.3,0,1,0,0,0,0,1,0,0,0,0,7,3,3,3,0.11537733333333333,4.430816798843313,7.121252453244542,0.0,14.22097566607244,-2.1595473624560735,0.0,6.452048954437226,5.793013608384144,5.062595033026967
2426,210.0,80150343.0,142115,0.0,614.0,R,6.2,0,0,0,0,0,1,0,0,0,0,0,7,3,3,5,8.0150343,4.795790545596741,8.067462667010057,5.093750200806762,16.11809565095832,2.081319065528342,5.093750200806762,6.583409222158765,6.478509642208569,6.1779441140506
2427,143.0,10911750.0,17757,2.0,99.0,R,6.5,0,0,0,1,0,0,0,0,0,1,0,7,6,5,5,0.43646999999999997,4.718498871295094,10.681894577046897,4.68213122712422,17.034386382832476,-0.8290356345867301,4.68213122712422,10.043249494911286,9.740968623038354,7.600902459542082
2428,58.0,6563357.0,18571,4.0,120.0,R,5.3,0,1,0,0,0,0,0,0,1,0,0,6,3,4,6,0.32816785,4.465908118654584,8.34711636103872,3.367295829986474,16.811242831518264,-1.1142300636862523,3.367295829986474,6.907755278982137,6.677083461247136,6.257667587882639
2429,110.0,42640890.0,32412,1.0,184.0,PG-13,5.6,0,1,0,0,1,0,0,0,0,0,0,6,2,3,7,2.1329793878281564,4.624972813284271,7.5652752818989315,3.58351893845611,16.810804434047245,0.7575197759770538,3.58351893845611,6.616065185132817,6.113682179832232,6.07073772800249
2430,37.0,7059537.0,8279,0.0,101.0,PG-13,3.0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2.353179,4.59511985013459,7.749753406274437,2.8903717578961645,14.914122846632385,0.8557671799499865,2.8903717578961645,6.844815479208263,6.008813185442595,5.4510384535657
2431,154.0,19661987.0,83786,2.0,231.0,R,7.5,0,0,0,1,0,0,0,0,0,0,0,8,5,5,4,0.98309935,4.820281565605037,9.743905482711662,4.04305126783455,16.811242831518264,-0.017045095783314847,4.04305126783455,9.305650551780507,8.006367567650246,6.807934943699926
2432,128.0,39026186.0,48019,4.0,153.0,PG-13,5.9,0,1,0,1,1,0,0,0,0,0,0,7,3,3,3,1.1150338857142856,4.718498871295094,7.771067086065406,3.7376696182833684,17.37085861945369,0.1088847952254359,3.7376696182833684,6.876264611890766,6.716594773520978,5.278114659230517
2433,101.0,17596256.0,12399,1.0,84.0,PG,3.8,0,1,0,0,0,0,0,1,0,0,0,6,5,3,4,0.5027501714285715,4.5217885770490405,8.752581469146884,2.772588722239781,17.37085861945369,-0.6876619093476903,2.772588722239781,8.006367567650246,6.907755278982137,6.598509028614515
2434,112.0,90636983.0,44021,0.0,83.0,PG,6.2,0,1,0,0,0,0,0,1,0,0,1,6,6,3,6,4.119862863636364,4.700480365792417,9.627075072342578,4.59511985013459,16.90655301132259,1.4158198772823052,4.59511985013459,9.392661928770137,6.846943139585379,6.727431724850855
2435,104.0,72755517.0,56595,0.0,196.0,R,7.1,0,1,0,0,0,0,0,0,1,0,1,8,3,3,5,6.614137909090909,4.5217885770490405,7.52456122628536,4.3694478524670215,16.213405830762646,1.8892094654294456,4.3694478524670215,6.410174881966167,5.8916442118257715,5.384495062789089
